id	year	month	day	deaths	wounded	latitude	longitude	group	text	link
1755	1984	3	3	1		54.347539	-6.656108	Konflikt v Severním Irsku		
1756	1984	3	6	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1757	1984	3	8	1	0	54.479875	-6.228448	Konflikt v Severním Irsku		
1758	1984	3	13	1	0	54.547617	-7.81769	Konflikt v Severním Irsku		
1759	1984	3	19	1	2	43.483152	-1.558626	Ostatní		
1760	1984	3	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1761	1984	3	27	1	1	54.99451	-7.319996	Konflikt v Severním Irsku		
1762	1984	3	28	1	1	37.97918	23.716647	Ostatní		
1763	1984	4	1	1	0	40.17593	18.030423	Extrémní levice		
1764	1984	4	1	1	0	43.130387	-2.542155	Baskický separatismus		
1765	1984	4	2	1	0	43.256963	-2.923441	Baskický separatismus		
1766	1984	4	8	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
1767	1984	4	13	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1768	1984	4	13	1	0	42.817988	-1.644184	Baskický separatismus		
1769	1984	4	17	1	11	51.500152	-0.126236	Ostatní		
1770	1984	4	21	1	3	54.99451	-7.319996	Konflikt v Severním Irsku		
1771	1984	4	21	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1772	1984	4	23	1	4	54.597269	-5.930109	Konflikt v Severním Irsku		
1773	1984	4	23	1	4	54.99451	-7.319996	Konflikt v Severním Irsku		
1774	1984	4	23	1	0	43.483152	-1.558626	Baskický separatismus		
1775	1984	4	23	1	0	43.256963	-2.923441	Baskický separatismus		
1776	1984	4	28	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1777	1984	5	3	1	1	35.171435	33.369906	Ostatní		
1778	1984	5	8	1	0	54.502852	-6.769568	Konflikt v Severním Irsku		
1779	1984	5	9	1	2	54.18006	-6.33393	Konflikt v Severním Irsku		
1780	1984	5	12	1	0	54.428873	-7.13241	Konflikt v Severním Irsku		
1781	1984	5	14	1	0	43.362532	-1.791497	Ostatní		
1782	1984	5	19	1	1	54.077313	-6.608787	Konflikt v Severním Irsku		
1783	1984	5	28	1	1	42.817988	-1.644184	Baskický separatismus		
1784	1984	5	29	1	0	34.707332	33.023397	Ostatní		
1785	1984	5	29	1	0	38.725299	-9.150036	Extrémní levice		
1786	1984	5	29	1	1	54.077313	-6.608787	Konflikt v Severním Irsku		
1787	1984	5	30	1	1	54.063283	-6.527077	Konflikt v Severním Irsku		
1788	1984	6	3	1	0	54.600305	-7.298402	Konflikt v Severním Irsku		
1789	1984	6	4	1		54.460832	-6.292918	Konflikt v Severním Irsku		
1790	1984	6	8	1	0	42.817988	-1.644184	Baskický separatismus		
1791	1984	6	9	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1792	1984	6	15	1	0	43.267549	-1.975814	Baskický separatismus		
1793	1984	6	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1794	1984	6	15	1	1	43.320812	-1.984447	Baskický separatismus		
1795	1984	6	18	1	0	43.362954	-2.544635	Baskický separatismus		
1796	1984	6	19	1	0	43.320664	-3.020252	Baskický separatismus		
1797	1984	6	20	1	1	48.208174	16.373819	Ostatní		
1798	1984	6	21	1	0	37.97918	23.716647	Ostatní		
1799	1984	7	2	1	0	43.320664	-3.020252	Baskický separatismus		
1800	1984	7	6	1	2	51.500152	-0.126236	Ostatní		
1801	1984	7	9	1		55.59842	-2.104567	Konflikt v Severním Irsku		
1802	1984	7	25	1	0	43.365509	-2.503344	Baskický separatismus		
1803	1984	7	26	1		54.122472	-6.388859	Konflikt v Severním Irsku		
1804	1984	8	5	1	2	36.509937	-4.886352	Arabský a islámský terorismus		
1805	1984	8	8	1		54.18006	-6.33393	Konflikt v Severním Irsku		
1806	1984	8	12	1		54.644981	-5.928601	Konflikt v Severním Irsku		
1807	1984	8	20	1	0	51.500152	-0.126236	Ostatní		
1808	1984	9	5	1	0	37.38264	-5.996295	Extrémní levice		
1809	1984	9	5	1	0	40.416691	-3.700345	Extrémní levice		
1810	1984	9	14	1	1	36.509937	-4.886352	Ostatní		
1811	1984	9	20	1	0	41.89052	12.494249	Ostatní		
1812	1984	9	30	1	0	34.707332	33.023397	Arabský a islámský terorismus		
1813	1984	10	8	1		54.502852	-6.769568	Konflikt v Severním Irsku		
1814	1984	10	12	1	0	53.292272	-6.136026	Ostatní		
1815	1984	10	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1816	1984	10	21	1	0			Ostatní		
1817	1984	10	27	1	1	41.89052	12.494249	Arabský a islámský terorismus		
1818	1984	10	31	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1819	1984	11	6	1	0	43.34271	-1.75897	Baskický separatismus		
1820	1984	11	8	1	0			Baskický separatismus		
1821	1984	11	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1822	1984	11	19	1	0	48.208174	16.373819	Ostatní		
1823	1984	11	20	1	0	43.256963	-2.923441	Baskický separatismus		
1824	1984	11	23	1	2	43.338233	-1.789272	Baskický separatismus		
1825	1984	11	23	1		54.684823	-5.965868	Konflikt v Severním Irsku		
1826	1984	11	29	1	0	37.97918	23.716647	Ostatní		
1827	1984	12	2	1	2	42.697283	9.450881	Ostatní		
1828	1984	12	4	1	0	44.4333333	26.I	Ostatní		
1829	1984	12	14	1	0	41.89052	12.494249	Ostatní		
1830	1984	12	26	1	0	43.420422	-2.722158	Baskický separatismus		
1831	1984	12	31	1	0	43.178205	-2.31164	Ostatní		
1832	1983	1	3	1	0	43.256963	-2.923441	Baskický separatismus		
1833	1983	1	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1834	1983	1	16	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1835	1983	1	18	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1836	1983	1	19	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1837	1983	1	19	1		54.292151	-7.66984	Konflikt v Severním Irsku		
1838	1983	1	28	1	0	41.89052	12.494249	Ostatní		
1839	1983	2	2	1	2	43.054198	-2.178116	Ostatní		
1840	1983	2	3	1	3	43.320812	-1.984447	Baskický separatismus		
1841	1983	2	20	1		54.102813	-6.259412	Konflikt v Severním Irsku		
1842	1983	2	21	1		54.347539	-6.656108	Konflikt v Severním Irsku		
1843	1983	2	22	1		59.332788	18.064488	Ostatní		
1844	1983	2	25	1	0	54.462881	-7.028646	Konflikt v Severním Irsku		
1845	1983	2	26	1	0	40.416691	-3.700345	Extrémní levice		
1846	1983	2	28	1	4	48.856614	2.352222	Ostatní		
1847	1983	2	28	1	0	54.462881	-7.028646	Konflikt v Severním Irsku		
1848	1983	3	2	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1849	1983	3	2	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1850	1983	3	8	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1851	1983	3	9	1	1	54.65548	-5.674815	Konflikt v Severním Irsku		
1852	1983	3	9	1		54.347539	-6.656108	Konflikt v Severním Irsku		
1853	1983	3	11	1		54.597269	-5.930109	Ostatní		
1854	1983	3	15	1	0	54.18006	-6.33393	Konflikt v Severním Irsku		
1855	1983	3	24	1	4	43.320812	-1.984447	Baskický separatismus		
1856	1983	3	25	1	0	54.462881	-7.028646	Konflikt v Severním Irsku		
1857	1983	3	26	1	1	43.320812	-1.984447	Baskický separatismus		
1858	1983	3	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1859	1983	4	2	1		54.467967	-6.337967	Konflikt v Severním Irsku		
1860	1983	4	3	1	0	54.65548	-5.674815	Konflikt v Severním Irsku		
1861	1983	4	9	1	1	54.600305	-7.298402	Konflikt v Severním Irsku		
1862	1983	4	10	1	1	37.088991	-8.252283	Arabský a islámský terorismus		
1863	1983	4	11	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1864	1983	4	13	1	0	54.250039	-6.703625	Konflikt v Severním Irsku		
1865	1983	4	29	1	0	43.370873	-8.395835	Extrémní levice		
1866	1983	5	7	1		54.673252	-7.627484	Konflikt v Severním Irsku		
1867	1983	5	10	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1868	1983	5	16	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1869	1983	5	26	1		54.645861	-6.745149	Konflikt v Severním Irsku		
1870	1983	5	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1871	1983	6	4	1		54.450971	-6.79434	Konflikt v Severním Irsku		
1872	1983	6	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1873	1983	6	23	1	6	43.320812	-1.984447	Baskický separatismus		
1874	1983	6	23	1	0	43.320812	-1.984447	Baskický separatismus		
1875	1983	6	26	1	0	45.070562	7.686619	Extrémní levice		
1876	1983	6	27	1	0	42.817988	-1.644184	Baskický separatismus		
1877	1983	6	27	1		54.603826	-7.168991	Konflikt v Severním Irsku		
1878	1983	7	9	1		54.592408	-6.7702	Konflikt v Severním Irsku		
1879	1983	7	14	1	0	50.850335	4.351685	Ostatní		
1880	1983	7	23	1	0	42.846718	-2.671635	Baskický separatismus		
1881	1983	8	5	1	4			Baskický separatismus		
1882	1983	8	20	1	2	37.97918	23.716647	Ostatní		
1883	1983	8	23	1	0	54.823432	-7.468374	Konflikt v Severním Irsku		
1884	1983	8	24	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1885	1983	9	6	1	0	43.267549	-1.975814	Ostatní		
1886	1983	9	6	1	0	43.320812	-1.984447	Ostatní		
1887	1983	9	7	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1888	1983	9	20	1	0	54.42071	-6.443767	Konflikt v Severním Irsku		
1889	1983	9	30	1	26	43.296482	5.36978	Ostatní		
1890	1983	10	1	1		43.296482	5.36978	Ostatní		
1891	1983	10	3	1	0	43.320664	-3.020252	Baskický separatismus		
1892	1983	10	5	1	0	43.256963	-2.923441	Baskický separatismus		
1893	1983	10	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1894	1983	10	10	1	0	43.267549	-1.975814	Baskický separatismus		
1895	1983	10	13	1	0	43.311307	-1.900896	Baskický separatismus		
1896	1983	10	14	1	0	36.529688	-6.292657	Baskický separatismus		
1897	1983	10	15	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1898	1983	10	16	1	2	43.032888	-2.411348	Baskický separatismus		
1899	1983	10	24	1		54.433435	-6.888252	Konflikt v Severním Irsku		
1900	1983	10	24	1		54.077313	-6.608787	Konflikt v Severním Irsku		
1901	1983	10	26	1	0	43.338233	-1.789272	Baskický separatismus		
1902	1983	10	26	1		54.100327	-7.320463	Konflikt v Severním Irsku		
1903	1983	10	28	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1904	1983	10	29	1		54.644981	-5.928601	Konflikt v Severním Irsku		
1905	1983	11	5	1	0			Baskický separatismus		
1906	1983	11	5	1		54.953823	-6.480002	Konflikt v Severním Irsku		
1907	1983	11	7	1	1	37.97918	23.716647	Arabský a islámský terorismus		
1908	1983	11	8	1		54.347539	-6.656108	Konflikt v Severním Irsku		
1909	1983	11	9	1	0	43.256963	-2.923441	Baskický separatismus		
1910	1983	11	10	1		54.081876	-5.947138	Konflikt v Severním Irsku		
1911	1983	11	12	1	0	43.420422	-2.722158	Baskický separatismus		
1912	1983	11	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1913	1983	11	14	1		54.347539	-6.656108	Konflikt v Severním Irsku		
1914	1983	11	25	1		54.467967	-6.337967	Konflikt v Severním Irsku		
1915	1983	12	5	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1916	1983	12	5	1		54.684823	-5.965868	Konflikt v Severním Irsku		
1917	1983	12	7	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1918	1983	12	9	1	0	43.32412	-1.929857	Baskický separatismus		
1919	1983	12	9	1	0	43.311307	-1.900896	Baskický separatismus		
1920	1983	12	12	1	6	50.850335	4.351685	Ostatní		
1921	1983	12	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1922	1983	12	15	1	0	43.136978	-2.073914	Baskický separatismus		
1923	1983	12	15	1	1	43.320812	-1.984447	Baskický separatismus		
1924	1983	12	17	1		54.842824	-6.667731	Konflikt v Severním Irsku		
1925	1983	12	19	1	0	43.492949	-1.474841	Baskický separatismus		
1926	1983	12	28	1	0	43.388051	-1.663055	Baskický separatismus		
1927	1982	1	1	1		54.208418	-5.891745	Konflikt v Severním Irsku		
1928	1982	1	3	1	6	45.070737	11.789796	Extrémní levice		
1929	1982	1	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1930	1982	1	15	1	25	52.505803	13.331741	Ostatní		
1931	1982	1	18	1	0	48.856614	2.352222	Arabský a islámský terorismus		
1932	1982	1	27	1	0	43.320698	-2.420475	Baskický separatismus		
1933	1982	1	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1934	1982	2	16	1	0	43.299442	-1.859099	Baskický separatismus		
1935	1982	2	16	1	0	43.299442	-1.859099	Baskický separatismus		
1936	1982	2	20	1		53.344104	-6.267494	Konflikt v Severním Irsku		
1937	1982	2	28	1	0	40.416691	-3.700345	Ostatní		
1938	1982	3	5	1		54.081638	-6.448779	Konflikt v Severním Irsku		
1939	1982	3	11	1		54.18006	-6.33393	Konflikt v Severním Irsku		
1940	1982	3	15	1	12	54.351036	-6.26702	Konflikt v Severním Irsku		
1941	1982	3	15	1	0	43.320812	-1.984447	Baskický separatismus		
1942	1982	3	19	1	0	37.97918	23.716647	Ostatní		
1943	1982	3	26	1	0	43.07563	-2.223667	Baskický separatismus		
1944	1982	3	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1945	1982	3	29	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1946	1982	3	30	1	0	43.2482	-1.990517	Baskický separatismus		
1947	1982	4	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1948	1982	4	3	1	0	48.856614	2.352222	Arabský a islámský terorismus		
1949	1982	4	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1950	1982	4	16	1	6	42.817988	-1.644184	Baskický separatismus		
1951	1982	4	17	1		54.293235	-6.842351	Konflikt v Severním Irsku		
1952	1982	4	22	1	60	48.856614	2.352222	Ostatní		
1953	1982	4	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1954	1982	4	27	1	0	40.416691	-3.700345	Ostatní		
1955	1982	4	27	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1956	1982	4	30	1		54.482055	-8.088244	Konflikt v Severním Irsku		
1957	1982	5	2	1	0	43.320698	-2.420475	Baskický separatismus		
1958	1982	5	4	1	1	54.99451	-7.319996	Konflikt v Severním Irsku		
1959	1982	5	5	1	2	43.256963	-2.923441	Baskický separatismus		
1960	1982	5	5	1		54.472582	-5.676362	Konflikt v Severním Irsku		
1961	1982	5	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1962	1982	5	12	1		54.823432	-7.468374	Konflikt v Severním Irsku		
1963	1982	6	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1964	1982	6	3	1	0	43.256963	-2.923441	Baskický separatismus		
1965	1982	6	4	1		53.344104	-6.267494	Konflikt v Severním Irsku		
1966	1982	6	7	1	1	38.713067	-9.235518	Ostatní		
1967	1982	6	8	1	0	43.256963	-2.923441	Baskický separatismus		
1968	1982	6	11	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1969	1982	6	13	1	0	43.32412	-1.929857	Baskický separatismus		
1970	1982	6	15	1	0	43.32412	-1.929857	Baskický separatismus		
1971	1982	6	15	1		54.823432	-7.468374	Konflikt v Severním Irsku		
1972	1982	6	16	1	0	41.89052	12.494249	Ostatní		
1973	1982	6	17	1	1	41.89052	12.494249	Ostatní		
1974	1982	6	18	1		54.18006	-6.33393	Konflikt v Severním Irsku		
1975	1982	6	24	1	0	41.89052	12.494249	Extrémní pravice		
1976	1982	7	1	1	0	43.297222	-2.991667	Baskický separatismus		
1977	1982	7	4	1	1	42.989288	-1.335345	Baskický separatismus		
1978	1982	7	16	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1979	1982	7	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1980	1982	7	23	1	0	48.856614	2.352222	Ostatní		
1981	1982	7	30	1	0	48.856614	2.352222	Ostatní		
1982	1982	8	21	1	2	48.856614	2.352222	Arabský a islámský terorismus		
1983	1982	8	26	1	8	40.677952	14.765908	Extrémní levice		
1984	1982	8	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1985	1982	8	27	1		54.347539	-6.656108	Konflikt v Severním Irsku		
1986	1982	9	1	1		54.893002	-6.208449	Konflikt v Severním Irsku		
1987	1982	9	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1988	1982	9	9	1	0	42.5	27.4666667	Ostatní		
1989	1982	9	9	1	0	42.5	27.4666667	Ostatní		
1990	1982	9	16	1	1	40.416691	-3.700345	Ostatní		
1991	1982	9	20	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1992	1982	9	23	1	0	43.307458	-2.946418	Baskický separatismus		
1993	1982	9	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1994	1982	9	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1995	1982	9	27	1	1	50.111445	8.680615	Ostatní		
1996	1982	9	27	1	2	54.597269	-5.930109	Konflikt v Severním Irsku		
1997	1982	9	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1998	1982	10	1	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1999	1982	10	1	1	0	54.42071	-6.443767	Konflikt v Severním Irsku		
2000	1982	10	1	1		54.645861	-6.745149	Konflikt v Severním Irsku		
2001	1982	10	5	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2002	1982	10	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2003	1982	10	9	1	0	42.817988	-1.644184	Baskický separatismus		
2004	1982	10	9	1	37	41.89052	12.494249	Ostatní		
2005	1982	10	12	1	0	43.338233	-1.789272	Baskický separatismus		
2006	1982	10	14	1	2	43.078794	-1.914608	Baskický separatismus		
2007	1982	10	16	1	0	42.695391	-1.676069	Baskický separatismus		
2008	1982	10	16	1	0	43.078794	-1.914608	Baskický separatismus		
2009	1982	10	22	1	0	54.159548	-6.458147	Konflikt v Severním Irsku		
2010	1982	10	23	1	0	43.34872	-3.010091	Baskický separatismus		
2011	1982	10	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2012	1982	10	25	1		54.347539	-6.656108	Konflikt v Severním Irsku		
2013	1982	11	4	1	1	40.416691	-3.700345	Baskický separatismus		
2014	1982	11	8	1	0	43.090476	-2.31322	Baskický separatismus		
2015	1982	11	10	1		54.347539	-6.656108	Konflikt v Severním Irsku		
2016	1982	11	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2017	1982	11	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2018	1982	11	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2019	1982	11	18	1	2	43.320812	-1.984447	Baskický separatismus		
2020	1982	11	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2021	1982	11	27	1		54.347539	-6.656108	Konflikt v Severním Irsku		
2022	1982	12	2	1		54.536706	-6.70361	Konflikt v Severním Irsku		
2023	1982	12	8	1	0	37.97918	23.716647	Ostatní		
2024	1982	12	13	1	0	43.136978	-2.073914	Baskický separatismus		
2025	1982	12	19	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2026	1981	1	0	1	0	53.344104	-6.267494	Konflikt v Severním Irsku		
2027	1981	1	1	1		53.971822	-6.486281	Konflikt v Severním Irsku		
2028	1981	1	4	1	0	43.311307	-1.900896	Baskický separatismus		
2029	1981	1	6	1	0	41.89052	12.494249	Extrémní pravice		
2030	1981	1	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2031	1981	1	16	1	0	54.102813	-6.259412	Konflikt v Severním Irsku		
2032	1981	1	20	1	1	54.99451	-7.319996	Konflikt v Severním Irsku		
2033	1981	1	20	1		54.088462	-6.37122	Konflikt v Severním Irsku		
2034	1981	1	24	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2035	1981	1	24	1	0	48.856614	2.352222	Ostatní		
2036	1981	1	30	1	0	43.413244	-2.902253	Baskický separatismus		
2037	1981	2	6	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2038	1981	2	8	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2039	1981	2	10	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2040	1981	2	17	1	0	45.463681	9.188171	Extrémní levice		
2041	1981	2	22	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2042	1981	2	23	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2043	1981	3	3	1	0	43.22048	-2.021122	Extrémní pravice		
2044	1981	3	5	1	0	43.256963	-2.923441	Ostatní		
2045	1981	3	17	1	0	50.775439	6.08151	Ostatní		
2046	1981	3	19	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2047	1981	3	21	1	0	42.817988	-1.644184	Baskický separatismus		
2048	1981	3	27	1	0	43.320812	-1.984447	Baskický separatismus		
2049	1981	3	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2050	1981	3	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2051	1981	4	0	1	0	52.202544	0.131237	Arabský a islámský terorismus		
2052	1981	4	2	1		54.347539	-6.656108	Konflikt v Severním Irsku		
2053	1981	4	7	1	0	41.89052	12.494249	Extrémní levice		
2054	1981	4	7	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2055	1981	4	8	1	0	43.256963	-2.923441	Baskický separatismus		
2056	1981	4	8	1	2	43.256963	-2.923441	Baskický separatismus		
2057	1981	4	14	1	0	40.840097	14.251636	Ostatní		
2058	1981	4	14	1	0	43.320812	-1.984447	Ostatní		
2059	1981	4	14	1	0	43.222177	-2.885668	Baskický separatismus		
2060	1981	4	14	1	0	43.320812	-1.984447	Baskický separatismus		
2061	1981	4	15	1	7	41.919229	8.738635	Ostatní		
2062	1981	4	16	1	0	54.446614	-6.690752	Konflikt v Severním Irsku		
2063	1981	4	23	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2064	1981	4	27	1	3	54.597269	-5.930109	Konflikt v Severním Irsku		
2065	1981	4	28	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2066	1981	5	1	1	0	48.208174	16.373819	Arabský a islámský terorismus		
2067	1981	5	6	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2068	1981	5	11	1	0	50.111445	8.680615	Ostatní		
2069	1981	5	14	1	4	54.597269	-5.930109	Konflikt v Severním Irsku		
2070	1981	5	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2071	1981	5	20	1	0	45.434336	12.338786	Extrémní levice		
2072	1981	5	23	1	1	41.387917	2.169919	Ostatní		
2073	1981	5	25	1		54.842824	-6.667731	Konflikt v Severním Irsku		
2074	1981	5	27	1	0	54.223033	-6.486782	Konflikt v Severním Irsku		
2075	1981	5	28	1	0	48.856614	2.352222	Ostatní		
2076	1981	5	31	1	0	54.18006	-6.33393	Konflikt v Severním Irsku		
2077	1981	5	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2078	1981	6	1	1	0	50.850335	4.351685	Ostatní		
2079	1981	6	3	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2080	1981	6	5	1	0	40.840097	14.251636	Extrémní levice		
2081	1981	6	5	1	4	43.320812	-1.984447	Baskický separatismus		
2082	1981	6	5	1		54.253718	-7.44106	Konflikt v Severním Irsku		
2083	1981	6	6	1	0			Konflikt v Severním Irsku		
2084	1981	6	9	1	0	46.198392	6.142296	Ostatní		
2085	1981	6	10	1	0	42.949505	13.878117	Extrémní levice		
2086	1981	6	18	1	0	54.596939	-7.050618	Konflikt v Severním Irsku		
2087	1981	6	19	1	1	41.89052	12.494249	Extrémní levice		
2088	1981	6	20	1	0	54.18006	-6.33393	Konflikt v Severním Irsku		
2089	1981	6	22	1	0	43.338233	-1.789272	Baskický separatismus		
2090	1981	6	22	1	0	51.500152	-0.126236	Ostatní		
2091	1981	6	26	1	0	43.267549	-1.975814	Ostatní		
2092	1981	6	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2093	1981	6	28	1	0	42.140102	-0.408898	Extrémní levice		
2094	1981	7	5	1	0	43.297222	-2.991667	Baskický separatismus		
2095	1981	7	5	1	1	43.299442	-1.859099	Baskický separatismus		
2096	1981	7	10	1	2	43.256963	-2.923441	Baskický separatismus		
2097	1981	7	15	1	0	45.812032	9.085615	Ostatní		
2098	1981	7	16	1		54.077313	-6.608787	Konflikt v Severním Irsku		
2099	1981	7	17	1	0	43.320812	-1.984447	Baskický separatismus		
2100	1981	7	21	1		54.842824	-6.667731	Konflikt v Severním Irsku		
2101	1981	7	22	1	4	46.198392	6.142296	Ostatní		
2102	1981	7	25	1	0	43.052649	-3.001022	Baskický separatismus		
2103	1981	7	31	1	0	41.89052	12.494249	Extrémní pravice		
2104	1981	7	31	1		54.823432	-7.468374	Konflikt v Severním Irsku		
2105	1981	8	2	1	3			Ostatní		
2106	1981	8	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2107	1981	8	11	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2108	1981	8	16	1		54.077313	-6.608787	Konflikt v Severním Irsku		
2109	1981	9	5	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2110	1981	9	12	1		54.842824	-6.667731	Konflikt v Severním Irsku		
2111	1981	9	14	1		54.755402	-6.606029	Konflikt v Severním Irsku		
2112	1981	9	17	1		54.462881	-7.028646	Konflikt v Severním Irsku		
2113	1981	9	18	1	0	45.463681	9.188171	Ostatní		
2114	1981	9	19	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2115	1981	9	24	1	3	48.856614	2.352222	Ostatní		
2116	1981	9	26	1		54.251235	-5.643019	Konflikt v Severním Irsku		
2117	1981	9	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2118	1981	9	28	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2119	1981	9	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2120	1981	10	5	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2121	1981	10	8	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2122	1981	10	9	1	1	41.89052	12.494249	Arabský a islámský terorismus		
2123	1981	10	12	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2124	1981	10	12	1	0	43.320812	-1.984447	Baskický separatismus		
2125	1981	10	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2126	1981	10	16	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2127	1981	10	19	1	1	48.791855	2.331433	Ostatní		
2128	1981	10	21	1	0	43.296482	5.36978	Ostatní		
2129	1981	10	21	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2130	1981	10	26	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
2131	1981	10	28	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2132	1981	11	4	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2133	1981	11	8	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2134	1981	11	9	1	0	54.253718	-7.44106	Konflikt v Severním Irsku		
2135	1981	11	10	1	0			Konflikt v Severním Irsku		
2136	1981	11	10	1		54.347539	-6.656108	Konflikt v Severním Irsku		
2137	1981	11	13	1	0	45.463681	9.188171	Extrémní levice		
2138	1981	11	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2139	1981	11	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2140	1981	11	17	1	1	54.467967	-6.337967	Konflikt v Severním Irsku		
